age,default,housing,loan,duration,campaign,pdays,previous,emp_var_rate,euribor3m,nr_employed
56,0.0,0.0,0.0,162,3,999,0,-0.1,4076.0,51958.0
34,0.0,0.0,0.0,1256,1,999,0,-0.1,,51958.0
34,0.0,0.0,0.0,244,1,999,0,-0.1,,51958.0
38,0.0,1.0,0.0,82,1,999,0,-0.1,4076.0,51958.0
44,0.0,0.0,0.0,39,1,999,0,-0.1,,51958.0
46,,1.0,0.0,23,1,999,0,-0.1,,51958.0
33,0.0,0.0,0.0,133,1,999,0,-0.1,4076.0,51958.0
55,0.0,1.0,0.0,45,2,999,1,-0.1,4076.0,51958.0
51,0.0,0.0,0.0,139,1,999,0,-0.1,4076.0,51958.0
34,0.0,0.0,1.0,116,1,999,0,-0.1,4076.0,51958.0
35,0.0,0.0,0.0,410,1,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,45,1,999,0,-0.1,4076.0,51958.0
32,0.0,0.0,0.0,125,2,999,0,-0.1,4076.0,51958.0
34,0.0,1.0,0.0,80,1,999,0,-0.1,,51958.0
30,,,,93,2,999,0,-0.1,4076.0,51958.0
46,0.0,1.0,1.0,145,1,999,0,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,86,1,999,0,-0.1,4076.0,51958.0
40,0.0,1.0,0.0,180,1,999,1,-0.1,4076.0,51958.0
36,0.0,1.0,0.0,775,1,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,207,3,999,0,-0.1,,51958.0
37,0.0,0.0,0.0,89,1,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,1.0,283,2,999,0,-0.1,4076.0,51958.0
35,0.0,0.0,0.0,221,1,999,0,-0.1,4076.0,51958.0
44,0.0,0.0,0.0,107,1,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,531,1,999,1,-0.1,4076.0,51958.0
36,0.0,0.0,0.0,59,2,999,0,-0.1,4076.0,51958.0
30,0.0,0.0,0.0,85,1,999,1,-0.1,,51958.0
52,0.0,0.0,0.0,200,1,999,0,-0.1,4076.0,51958.0
35,,0.0,0.0,543,1,999,0,-0.1,,51958.0
38,0.0,1.0,1.0,90,2,999,0,-0.1,,51958.0
53,0.0,0.0,0.0,227,1,999,0,-0.1,4076.0,51958.0
40,0.0,1.0,0.0,119,2,999,0,-0.1,,51958.0
45,0.0,0.0,0.0,71,2,999,1,-0.1,4076.0,51958.0
38,0.0,1.0,1.0,292,2,999,0,-0.1,4076.0,51958.0
38,0.0,0.0,0.0,69,4,999,0,-0.1,,51958.0
41,0.0,0.0,0.0,120,4,999,1,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,857,3,999,0,-0.1,4076.0,51958.0
50,0.0,0.0,0.0,160,1,999,0,-0.1,4076.0,51958.0
43,0.0,1.0,0.0,340,1,999,0,-0.1,4076.0,51958.0
43,0.0,1.0,0.0,352,1,999,1,-0.1,,51958.0
31,0.0,1.0,0.0,475,1,999,0,-0.1,,51958.0
32,0.0,0.0,0.0,322,4,999,0,-0.1,4076.0,51958.0
33,0.0,0.0,0.0,153,1,999,1,-0.1,4076.0,51958.0
55,0.0,0.0,0.0,178,1,999,0,-0.1,4076.0,51958.0
39,0.0,0.0,0.0,73,1,999,0,-0.1,4076.0,51958.0
39,0.0,0.0,0.0,281,2,999,1,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,80,1,999,0,-0.1,4076.0,51958.0
36,0.0,0.0,0.0,96,8,999,0,-0.1,,51958.0
29,0.0,0.0,0.0,62,5,999,0,-0.1,4076.0,51958.0
39,0.0,0.0,0.0,240,1,999,0,-0.1,4076.0,51958.0
29,,1.0,1.0,129,4,999,0,-0.1,4076.0,51958.0
44,0.0,1.0,0.0,931,4,999,0,-0.1,4076.0,51958.0
30,0.0,0.0,0.0,197,5,999,1,-0.1,4076.0,51958.0
43,,0.0,1.0,274,2,999,0,-0.1,,51958.0
39,0.0,0.0,0.0,150,1,999,0,-0.1,4076.0,51958.0
41,0.0,1.0,1.0,597,1,999,0,-0.1,,51958.0
33,0.0,0.0,1.0,200,1,999,0,-0.1,,51958.0
39,0.0,1.0,1.0,42,1,999,0,-0.1,4076.0,51958.0
29,0.0,0.0,0.0,88,1,999,0,-0.1,4076.0,51958.0
32,0.0,1.0,0.0,356,1,999,0,-0.1,4076.0,51958.0
35,0.0,1.0,0.0,150,1,999,0,-0.1,,51958.0
33,0.0,0.0,0.0,593,1,999,0,-0.1,,51958.0
38,,1.0,0.0,308,1,6,1,-0.1,4076.0,51958.0
41,0.0,1.0,0.0,283,1,999,0,-0.1,4076.0,51958.0
50,0.0,1.0,1.0,139,1,999,0,-0.1,4076.0,51958.0
43,0.0,1.0,1.0,69,3,999,0,-0.1,4076.0,51958.0
40,,1.0,0.0,142,3,999,0,-0.1,,51958.0
49,0.0,1.0,0.0,30,1,999,0,-0.1,4076.0,51958.0
30,,1.0,0.0,71,2,999,0,-0.1,4076.0,51958.0
36,0.0,1.0,0.0,59,3,999,0,-0.1,4076.0,51958.0
56,0.0,1.0,0.0,487,1,999,0,-0.1,4076.0,51958.0
30,0.0,0.0,0.0,418,3,999,0,-0.1,4076.0,51958.0
36,0.0,1.0,0.0,287,2,999,0,-0.1,4076.0,51958.0
32,0.0,0.0,0.0,147,2,999,0,-0.1,4076.0,51958.0
32,0.0,1.0,0.0,282,2,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,70,2,999,0,-0.1,4076.0,51958.0
47,0.0,0.0,0.0,187,2,999,0,-0.1,4076.0,51958.0
33,,1.0,0.0,83,3,999,1,-0.1,4076.0,51958.0
40,,0.0,0.0,22,5,999,0,-0.1,4076.0,51958.0
58,0.0,1.0,0.0,554,2,999,0,-0.1,,51958.0
38,0.0,0.0,0.0,282,1,999,0,-0.1,,51958.0
45,0.0,1.0,0.0,454,5,999,0,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,95,1,999,0,-0.1,4076.0,51958.0
42,0.0,0.0,0.0,324,7,999,1,-0.1,4076.0,51958.0
29,0.0,1.0,0.0,120,1,999,0,-0.1,4076.0,51958.0
37,0.0,1.0,0.0,256,4,999,0,-0.1,,51958.0
43,0.0,1.0,0.0,197,2,999,0,-0.1,4076.0,51958.0
33,0.0,1.0,0.0,104,3,999,1,-0.1,,51958.0
50,0.0,1.0,0.0,691,1,999,0,-0.1,4076.0,51958.0
40,0.0,1.0,0.0,377,3,999,0,-0.1,,51958.0
47,0.0,0.0,0.0,128,1,999,0,-0.1,,51958.0
38,0.0,1.0,0.0,124,3,999,0,-0.1,4076.0,51958.0
42,,1.0,0.0,269,1,999,0,-0.1,,51958.0
44,0.0,1.0,1.0,90,4,999,0,-0.1,4076.0,51958.0
43,0.0,0.0,0.0,329,1,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,1.0,141,2,999,0,-0.1,4076.0,51958.0
39,0.0,1.0,0.0,50,1,999,0,-0.1,4076.0,51958.0
50,0.0,1.0,0.0,161,1,999,1,-0.1,,51958.0
30,0.0,1.0,1.0,224,1,999,0,-0.1,,51958.0
52,0.0,1.0,0.0,188,2,999,0,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,395,1,999,0,-0.1,4076.0,51958.0
34,0.0,1.0,1.0,1258,2,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,145,1,999,0,-0.1,4076.0,51958.0
30,,0.0,0.0,677,1,999,0,-0.1,4076.0,51958.0
37,0.0,1.0,0.0,252,1,999,0,-0.1,4076.0,51958.0
50,0.0,1.0,0.0,475,1,999,0,-0.1,4076.0,51958.0
30,0.0,0.0,0.0,363,1,999,0,-0.1,4076.0,51958.0
33,0.0,1.0,0.0,172,2,999,0,-0.1,4076.0,51958.0
38,,1.0,1.0,1490,3,999,0,-0.1,4076.0,51958.0
41,,1.0,0.0,125,3,999,0,-0.1,4076.0,51958.0
35,0.0,1.0,0.0,305,2,999,0,-0.1,,51958.0
50,0.0,1.0,0.0,743,1,999,1,-0.1,4076.0,51958.0
44,0.0,0.0,0.0,62,1,999,0,-0.1,4076.0,51958.0
41,0.0,1.0,0.0,81,2,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,89,1,999,1,-0.1,4076.0,51958.0
52,0.0,0.0,1.0,139,1,999,0,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,452,2,999,0,-0.1,4076.0,51958.0
50,0.0,1.0,0.0,75,2,999,1,-0.1,4076.0,51958.0
43,0.0,1.0,0.0,661,4,999,1,-0.1,,51958.0
34,0.0,1.0,0.0,562,2,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,174,2,999,0,-0.1,4076.0,51958.0
29,0.0,1.0,0.0,278,4,999,0,-0.1,4076.0,51958.0
53,0.0,0.0,0.0,184,1,999,1,-0.1,4076.0,51958.0
53,0.0,1.0,0.0,73,1,999,0,-0.1,4076.0,51958.0
31,0.0,0.0,0.0,184,1,999,0,-0.1,4076.0,51958.0
51,0.0,1.0,0.0,123,1,999,0,-0.1,,51958.0
31,0.0,1.0,0.0,124,1,999,0,-0.1,4076.0,51958.0
57,0.0,1.0,1.0,1154,1,999,0,-0.1,,51958.0
31,0.0,1.0,0.0,359,1,999,0,-0.1,4076.0,51958.0
29,0.0,1.0,1.0,60,1,999,0,-0.1,4076.0,51958.0
29,0.0,1.0,0.0,249,1,999,0,-0.1,4076.0,51958.0
47,0.0,0.0,0.0,164,1,999,0,-0.1,4076.0,51958.0
51,0.0,0.0,1.0,64,1,999,0,-0.1,4076.0,51958.0
51,0.0,1.0,1.0,244,1,999,0,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,70,1,999,0,-0.1,4076.0,51958.0
45,0.0,1.0,1.0,705,1,999,0,-0.1,4076.0,51958.0
31,0.0,0.0,0.0,96,1,999,0,-0.1,4076.0,51958.0
30,,0.0,1.0,178,4,999,0,-0.1,4076.0,51958.0
31,0.0,0.0,0.0,250,1,999,1,-0.1,4076.0,51958.0
31,0.0,0.0,0.0,211,1,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,1.0,74,1,999,0,-0.1,4076.0,51958.0
51,0.0,1.0,0.0,259,1,999,0,-0.1,4076.0,51958.0
52,0.0,1.0,0.0,339,1,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,1.0,195,1,999,1,-0.1,4076.0,51958.0
41,0.0,1.0,0.0,168,1,999,0,-0.1,4076.0,51958.0
44,0.0,1.0,1.0,96,1,999,0,-0.1,4076.0,51958.0
37,0.0,1.0,0.0,1035,1,999,0,-0.1,4076.0,51958.0
29,0.0,1.0,1.0,736,1,999,0,-0.1,4076.0,51958.0
34,0.0,0.0,0.0,144,1,999,0,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,51,8,999,1,-0.1,,51958.0
31,0.0,1.0,0.0,111,2,999,0,-0.1,,51958.0
29,,0.0,0.0,308,1,999,0,-0.1,4076.0,51958.0
50,0.0,1.0,0.0,153,3,999,0,-0.1,4076.0,51958.0
30,0.0,0.0,0.0,214,1,999,0,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,188,2,999,0,-0.1,4076.0,51958.0
46,0.0,1.0,0.0,352,1,999,0,-0.1,4076.0,51958.0
41,,1.0,0.0,255,2,999,0,-0.1,,51958.0
38,0.0,1.0,0.0,118,4,999,0,-0.1,,51958.0
38,0.0,1.0,0.0,597,2,999,0,-0.1,,51958.0
38,0.0,0.0,0.0,190,5,999,1,-0.1,4076.0,51958.0
39,0.0,1.0,0.0,193,1,999,0,-0.1,,51958.0
33,0.0,0.0,0.0,55,1,999,0,-0.1,4076.0,51958.0
29,,1.0,1.0,895,1,999,1,-0.1,4076.0,51958.0
30,0.0,0.0,0.0,125,1,999,0,-0.1,,51958.0
32,0.0,0.0,0.0,113,1,999,0,-0.1,4076.0,51958.0
39,0.0,1.0,0.0,10,6,999,1,-0.1,,51958.0
43,0.0,1.0,0.0,94,1,999,0,-0.1,4076.0,51958.0
33,0.0,1.0,0.0,176,1,999,1,-0.1,4076.0,51958.0
31,0.0,0.0,0.0,277,1,999,0,-0.1,4076.0,51958.0
33,,0.0,0.0,53,1,999,0,-0.1,4076.0,51958.0
53,0.0,1.0,0.0,888,2,999,1,-0.1,,51958.0
38,,1.0,1.0,129,1,999,0,-0.1,4076.0,51958.0
36,0.0,0.0,0.0,105,1,999,0,-0.1,4076.0,51958.0
38,0.0,0.0,0.0,197,1,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,80,1,999,0,-0.1,,51958.0
37,0.0,1.0,0.0,75,1,999,0,-0.1,4076.0,51958.0
34,0.0,,,72,2,999,1,-0.1,4076.0,51958.0
32,0.0,0.0,1.0,382,2,999,0,-0.1,4076.0,51958.0
38,0.0,,,187,2,999,0,-0.1,4076.0,51958.0
38,0.0,0.0,0.0,486,2,999,0,-0.1,4076.0,51958.0
38,0.0,0.0,0.0,151,2,999,0,-0.1,4076.0,51958.0
39,,1.0,0.0,124,1,999,0,-0.1,4076.0,51958.0
56,0.0,0.0,0.0,80,1,999,0,-0.1,,51958.0
37,0.0,1.0,0.0,340,1,999,0,-0.1,4076.0,51958.0
29,,1.0,0.0,239,1,999,0,-0.1,4076.0,51958.0
34,0.0,0.0,0.0,223,1,999,1,-0.1,4076.0,51958.0
34,0.0,0.0,0.0,370,2,999,0,-0.1,4076.0,51958.0
56,0.0,1.0,0.0,212,1,999,1,-0.1,4076.0,51958.0
38,0.0,0.0,0.0,151,1,999,0,-0.1,,51958.0
32,0.0,0.0,0.0,500,2,999,1,-0.1,4076.0,51958.0
41,0.0,0.0,0.0,136,1,999,0,-0.1,4076.0,51958.0
51,,1.0,0.0,1166,1,999,0,-0.1,4076.0,51958.0
56,0.0,1.0,1.0,258,1,999,0,-0.1,4076.0,51958.0
34,0.0,1.0,0.0,51,1,999,0,-0.1,4076.0,51958.0
38,0.0,0.0,0.0,140,1,999,0,-0.1,,51958.0
46,0.0,1.0,0.0,790,1,999,0,-0.1,4076.0,51958.0
32,0.0,1.0,0.0,75,2,999,0,-0.1,,51958.0
43,0.0,0.0,0.0,72,2,999,0,-0.1,4076.0,51958.0
41,0.0,0.0,0.0,604,1,999,0,-0.1,4076.0,51958.0
34,0.0,0.0,0.0,154,3,999,1,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,131,3,999,0,-0.1,,51958.0
38,0.0,1.0,0.0,733,1,999,0,-0.1,4076.0,51958.0
34,0.0,1.0,0.0,488,1,999,0,-0.1,4076.0,51958.0
34,0.0,1.0,0.0,266,3,999,0,-0.1,,51958.0
37,0.0,1.0,0.0,130,2,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,1025,2,999,0,-0.1,4076.0,51958.0
33,0.0,0.0,1.0,98,1,999,0,-0.1,4076.0,51958.0
33,0.0,1.0,0.0,68,1,999,0,-0.1,4076.0,51958.0
29,0.0,0.0,0.0,143,1,999,0,-0.1,,51958.0
31,0.0,1.0,1.0,559,2,999,0,-0.1,,51958.0
53,0.0,1.0,0.0,350,1,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,293,1,999,0,-0.1,4076.0,51958.0
37,0.0,1.0,0.0,138,1,999,0,-0.1,4076.0,51958.0
36,0.0,0.0,0.0,105,2,999,1,-0.1,,51958.0
33,0.0,1.0,0.0,195,1,999,0,-0.1,,51958.0
38,,1.0,0.0,689,2,999,0,-0.1,,51958.0
53,0.0,1.0,0.0,104,5,999,0,-0.1,4076.0,51958.0
40,0.0,0.0,0.0,215,2,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,311,3,999,1,-0.1,4076.0,51958.0
31,,0.0,0.0,63,1,999,0,-0.1,4076.0,51958.0
35,0.0,1.0,0.0,633,2,999,0,-0.1,,51958.0
30,0.0,1.0,0.0,305,1,999,0,-0.1,4076.0,51958.0
35,0.0,1.0,0.0,191,2,999,1,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,239,2,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,125,2,999,0,-0.1,4076.0,51958.0
37,0.0,1.0,0.0,63,2,999,1,-0.1,4076.0,51958.0
36,0.0,0.0,0.0,219,7,999,1,-0.1,4076.0,51958.0
38,0.0,0.0,0.0,65,2,999,0,-0.1,,51958.0
36,0.0,0.0,0.0,61,3,999,0,-0.1,4076.0,51958.0
46,0.0,0.0,0.0,123,3,999,0,-0.1,,51958.0
55,,1.0,1.0,92,2,999,0,-0.1,4076.0,51958.0
38,,0.0,0.0,462,4,999,0,-0.1,4076.0,51958.0
32,0.0,1.0,0.0,141,4,999,0,-0.1,4076.0,51958.0
38,0.0,0.0,0.0,51,2,999,0,-0.1,4076.0,51958.0
38,,0.0,0.0,425,2,999,0,-0.1,4076.0,51958.0
56,0.0,1.0,0.0,149,2,999,0,-0.1,4076.0,51958.0
50,0.0,1.0,0.0,547,2,999,0,-0.1,4076.0,51958.0
29,0.0,1.0,1.0,337,3,999,0,-0.1,4076.0,51958.0
40,0.0,1.0,0.0,165,1,999,1,-0.1,,51958.0
43,0.0,1.0,1.0,47,1,999,0,-0.1,4076.0,51958.0
32,0.0,0.0,0.0,35,1,999,0,-0.1,4076.0,51958.0
34,0.0,1.0,0.0,48,2,999,0,-0.1,4076.0,51958.0
42,0.0,1.0,0.0,230,1,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,1.0,109,4,999,0,-0.1,,51958.0
35,0.0,1.0,0.0,361,1,999,0,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,67,2,999,0,-0.1,4076.0,51958.0
40,0.0,1.0,0.0,107,2,999,0,-0.1,4076.0,51958.0
31,0.0,1.0,1.0,435,1,999,0,-0.1,,51958.0
38,0.0,0.0,0.0,140,1,999,0,-0.1,4076.0,51958.0
33,0.0,1.0,0.0,294,2,999,0,-0.1,4076.0,51958.0
46,0.0,1.0,0.0,205,6,999,0,-0.1,4076.0,51958.0
32,0.0,0.0,0.0,470,2,999,0,-0.1,4076.0,51958.0
31,0.0,0.0,0.0,427,1,999,0,-0.1,4076.0,51958.0
33,0.0,1.0,0.0,175,1,999,0,-0.1,4076.0,51958.0
53,0.0,0.0,0.0,380,1,999,0,-0.1,4076.0,51958.0
32,0.0,1.0,1.0,215,6,999,1,-0.1,,51958.0
34,0.0,1.0,1.0,98,4,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,1.0,267,2,999,0,-0.1,,51958.0
32,0.0,1.0,1.0,51,1,999,0,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,207,5,999,1,-0.1,4076.0,51958.0
49,0.0,1.0,0.0,73,1,999,0,-0.1,,51958.0
35,0.0,1.0,0.0,20,8,6,1,-0.1,,51958.0
30,0.0,0.0,0.0,186,1,999,0,-0.1,4076.0,51958.0
38,,0.0,0.0,14,6,999,0,-0.1,4076.0,51958.0
51,0.0,1.0,0.0,120,4,999,0,-0.1,4076.0,51958.0
30,0.0,0.0,0.0,319,5,999,0,-0.1,,51958.0
38,0.0,0.0,0.0,52,2,999,0,-0.1,4076.0,51958.0
52,0.0,1.0,0.0,154,2,999,0,-0.1,4076.0,51958.0
51,0.0,0.0,0.0,267,1,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,113,1,999,1,-0.1,4076.0,51958.0
55,0.0,1.0,0.0,159,1,999,0,-0.1,4076.0,51958.0
29,,0.0,0.0,128,2,999,1,-0.1,4076.0,51958.0
51,0.0,1.0,1.0,249,2,999,0,-0.1,4076.0,51958.0
39,0.0,1.0,0.0,195,3,999,1,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,16,9,999,0,-0.1,4076.0,51958.0
48,0.0,0.0,0.0,330,3,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,25,2,999,0,-0.1,4076.0,51958.0
50,0.0,1.0,1.0,340,2,999,1,-0.1,4076.0,51958.0
32,0.0,1.0,0.0,158,2,999,1,-0.1,,51958.0
35,0.0,0.0,0.0,192,1,999,0,-0.1,4076.0,51958.0
36,0.0,0.0,0.0,768,3,999,0,-0.1,4076.0,51958.0
40,0.0,1.0,1.0,426,2,999,0,-0.1,4076.0,51958.0
39,0.0,1.0,0.0,260,1,999,0,-0.1,4076.0,51958.0
38,0.0,0.0,0.0,352,1,999,0,-0.1,4076.0,51958.0
57,,1.0,1.0,114,2,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,1.0,539,1,999,0,-0.1,4076.0,51958.0
51,,1.0,0.0,187,2,999,0,-0.1,4076.0,51958.0
39,0.0,1.0,1.0,758,1,999,0,-0.1,,51958.0
54,0.0,1.0,1.0,653,1,999,0,-0.1,4076.0,51958.0
31,,1.0,0.0,276,1,999,0,-0.1,,51958.0
31,0.0,1.0,0.0,230,1,999,0,-0.1,4076.0,51958.0
33,,1.0,0.0,340,1,999,0,-0.1,4076.0,51958.0
47,0.0,1.0,1.0,9,6,999,0,-0.1,4076.0,51958.0
39,0.0,1.0,1.0,44,2,999,1,-0.1,4076.0,51958.0
29,0.0,1.0,1.0,142,1,999,0,-0.1,4076.0,51958.0
31,,1.0,0.0,55,1,999,0,-0.1,4076.0,51958.0
50,0.0,0.0,0.0,315,3,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,326,1,999,0,-0.1,4076.0,51958.0
33,0.0,1.0,0.0,240,1,999,0,-0.1,,51958.0
29,0.0,0.0,0.0,517,1,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,150,1,999,0,-0.1,4076.0,51958.0
38,,1.0,0.0,972,2,999,0,-0.1,,51958.0
38,0.0,1.0,0.0,73,1,999,0,-0.1,4076.0,51958.0
41,0.0,0.0,0.0,77,3,999,1,-0.1,4076.0,51958.0
39,0.0,0.0,0.0,279,1,999,0,-0.1,4076.0,51958.0
29,,1.0,0.0,166,3,999,0,-0.1,4076.0,51958.0
49,0.0,0.0,0.0,40,3,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,93,3,999,0,-0.1,4076.0,51958.0
45,0.0,1.0,0.0,102,4,999,0,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,144,2,999,0,-0.1,4076.0,51958.0
29,0.0,1.0,1.0,265,3,999,0,-0.1,4076.0,51958.0
53,0.0,1.0,0.0,115,2,999,1,-0.1,,51958.0
53,0.0,0.0,1.0,61,2,999,1,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,201,4,999,0,-0.1,4076.0,51958.0
49,0.0,0.0,0.0,106,2,999,1,-0.1,4076.0,51958.0
43,0.0,1.0,0.0,37,4,999,0,-0.1,4076.0,51958.0
39,0.0,0.0,1.0,418,2,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,106,3,999,1,-0.1,4076.0,51958.0
33,0.0,0.0,0.0,187,2,999,0,-0.1,4076.0,51958.0
51,0.0,1.0,0.0,101,2,999,0,-0.1,4076.0,51958.0
45,0.0,1.0,0.0,619,3,999,0,-0.1,4076.0,51958.0
32,0.0,1.0,0.0,93,4,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,127,2,999,1,-0.1,,51958.0
38,0.0,1.0,0.0,88,2,999,0,-0.1,4076.0,51958.0
44,0.0,1.0,0.0,104,4,999,1,-0.1,,51958.0
39,,1.0,0.0,43,3,999,0,-0.1,4076.0,51958.0
32,,0.0,0.0,813,2,999,0,-0.1,4076.0,51958.0
50,0.0,0.0,0.0,808,3,999,0,-0.1,,51958.0
50,0.0,0.0,0.0,600,3,999,1,-0.1,4076.0,51958.0
31,0.0,0.0,0.0,627,3,999,0,-0.1,4076.0,51958.0
41,0.0,0.0,0.0,329,2,999,0,-0.1,4076.0,51958.0
30,0.0,0.0,1.0,399,2,999,1,-0.1,4076.0,51958.0
29,0.0,1.0,0.0,87,2,999,0,-0.1,4076.0,51958.0
36,0.0,1.0,0.0,911,3,999,0,-0.1,4076.0,51958.0
36,0.0,1.0,0.0,352,3,999,0,-0.1,,51958.0
43,0.0,1.0,0.0,20,4,999,0,-0.1,,51958.0
46,0.0,0.0,0.0,108,2,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,262,3,999,0,-0.1,4076.0,51958.0
38,0.0,0.0,0.0,196,2,999,0,-0.1,4076.0,51958.0
29,0.0,1.0,1.0,43,4,999,1,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,128,2,999,0,-0.1,4076.0,51958.0
29,0.0,1.0,1.0,104,5,999,0,-0.1,4076.0,51958.0
36,0.0,1.0,0.0,111,3,999,1,-0.1,4076.0,51958.0
36,0.0,1.0,0.0,61,3,999,0,-0.1,4076.0,51958.0
33,,0.0,0.0,130,3,999,0,-0.1,4076.0,51958.0
33,0.0,1.0,0.0,119,3,999,0,-0.1,4076.0,51958.0
39,0.0,,,165,3,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,105,2,999,0,-0.1,4076.0,51958.0
33,0.0,0.0,0.0,133,4,999,0,-0.1,4076.0,51958.0
52,0.0,1.0,0.0,179,2,999,0,-0.1,4076.0,51958.0
33,0.0,0.0,0.0,206,2,999,1,-0.1,4076.0,51958.0
46,0.0,1.0,0.0,240,2,999,0,-0.1,4076.0,51958.0
35,,1.0,0.0,198,2,999,0,-0.1,4076.0,51958.0
34,0.0,1.0,0.0,129,2,999,0,-0.1,4076.0,51958.0
57,,1.0,0.0,224,2,999,1,-0.1,4076.0,51958.0
43,,,,157,3,999,0,-0.1,4076.0,51958.0
38,0.0,1.0,0.0,182,2,999,0,-0.1,4076.0,51958.0
33,,1.0,0.0,386,2,999,0,-0.1,4076.0,51958.0
36,0.0,0.0,0.0,642,2,999,0,-0.1,,51958.0
31,0.0,0.0,0.0,434,2,999,0,-0.1,4076.0,51958.0
41,0.0,1.0,0.0,163,2,999,0,-0.1,4076.0,51958.0
33,0.0,1.0,0.0,214,2,999,1,-0.1,,51958.0
35,0.0,0.0,0.0,1145,4,999,0,-0.1,4076.0,51958.0
39,0.0,0.0,0.0,148,4,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,329,2,999,0,-0.1,4076.0,51958.0
36,0.0,1.0,0.0,221,3,999,0,-0.1,4076.0,51958.0
50,0.0,1.0,1.0,339,3,999,0,-0.1,,51958.0
31,0.0,1.0,0.0,135,2,999,0,-0.1,4076.0,51958.0
31,0.0,1.0,0.0,41,1,999,0,-0.1,4076.0,51958.0
36,0.0,0.0,0.0,159,2,999,0,-0.1,4076.0,51958.0
33,0.0,,,470,2,999,0,-0.1,4076.0,51958.0
30,0.0,1.0,0.0,75,2,999,0,-0.1,4076.0,51958.0
32,0.0,1.0,0.0,155,1,999,0,-0.1,4076.0,51958.0
41,0.0,1.0,0.0,147,1,999,0,-0.1,4076.0,51958.0
41,0.0,1.0,0.0,167,1,999,0,-0.1,4076.0,51958.0
41,0.0,0.0,0.0,268,1,999,0,-0.1,4076.0,51958.0
22,0.0,1.0,0.0,16,1,999,0,-0.1,4076.0,51958.0
35,0.0,0.0,0.0,533,2,999,0,-0.1,4076.0,51958.0
31,0.0,0.0,1.0,264,1,999,0,-0.1,4076.0,51958.0
30,0.0,0.0,1.0,303,4,999,0,-0.1,4076.0,51958.0
34,0.0,1.0,0.0,91,4,999,0,-0.1,4076.0,51958.0
29,0.0,1.0,0.0,225,2,999,1,-0.1,4076.0,51958.0
39,0.0,1.0,1.0,90,3,999,0,-0.1,4076.0,51958.0
52,0.0,1.0,0.0,283,2,999,0,-0.1,4076.0,51958.0
32,0.0,1.0,1.0,208,1,999,0,-0.1,4076.0,51958.0
35,0.0,1.0,1.0,207,1,999,0,-0.1,4076.0,51958.0
30,0.0,0.0,0.0,56,4,999,0,-0.1,,51958.0
31,0.0,0.0,0.0,319,1,999,1,-0.1,4076.0,51958.0
50,0.0,1.0,0.0,57,3,999,0,-0.1,4076.0,51958.0
46,,1.0,0.0,150,3,999,0,-0.1,4076.0,51958.0
